val-aux/num_turns/mean,_step,rollout_corr/log_ppl_abs_diff,timing_s/agent_loop/slowest/generate_sequences,critic/advantages/min,val-aux/beyondaime/reward/worst@8/std,actor/is_ratio_mean,val-aux/hmmt25/reward/best@2/std,timing_s/step,_runtime,critic/returns/min,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_rs_seq_fraction_low,val-aux/aime25/reward/best@2/mean,critic/advantages/max,perf/mfu/actor,rollout_corr/log_ppl_diff_max,training/rollout_probs_diff_mean,timing_per_token_ms/gen,val-aux/aime25/reward/worst@2/std,val-aux/beyondaime/reward/worst@8/mean,val-core/aime24/reward/mean@8,timing_s/agent_loop/slowest/response_length,response/aborted_ratio,critic/rewards/min,val-core/aime25/reward/mean@8,val-core/aime25/reward/best@8/mean,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_seq_min,val-aux/num_turns/max,val-core/avg/reward/best@8/std,rollout_corr/training_log_ppl,timing_s/agent_loop/tool_calls/mean,val-aux/brumo25/reward/worst@8/mean,val-aux/hmmt25/reward/best@2/mean,val-aux/brumo25/reward/worst@4/mean,_timestamp,critic/returns/max,val-aux/brumo25/reward/best@4/std,perf/time_per_step,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/hmmt25/reward/worst@2/std,rollout_corr/rollout_rs_std,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/rollout_rs_ratio_fraction_low,num_turns/min,response_length_non_aborted/mean,val-aux/hmmt25/reward/best@4/std,val-aux/aime24/reward/worst@2/mean,actor/entropy,timing_s/agent_loop/generate_sequences/mean,rollout_corr/training_ppl,timing_s/agent_loop/generate_sequences/max,val-aux/beyondaime/reward/std@8,val/generations,critic/returns/mean,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/best@4/mean,critic/score/max,training/rollout_probs_diff_valid,val-aux/aime24/reward/best@2/mean,distill/teacher_kl,rollout_corr/rollout_rs_seq_std,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_ppl,val-aux/aime24/reward/worst@2/std,val-aux/brumo25/reward/worst@4/std,perf/cpu_memory_used_gb,training/rollout_probs_diff_max,val-core/aime24/reward/best@8/std,val-aux/beyondaime/reward/best@4/std,val-aux/beyondaime/reward/best@4/mean,response_length_non_aborted/min,response_length/min,training/rollout_actor_probs_pearson_corr,timing_per_token_ms/adv,val-aux/beyondaime/reward/worst@2/std,critic/score/mean,val-aux/hmmt25/reward/worst@2/mean,rollout_corr/rollout_rs_seq_mean,val-aux/aime24/reward/std@8,val-aux/aime25/reward/best@4/mean,val-core/hmmt25/reward/mean@8,val-aux/aime24/reward/worst@8/std,val-aux/num_turns/min,val-aux/brumo25/reward/best@2/std,val-aux/beyondaime/reward/worst@4/std,val-core/aime24/reward/best@8/mean,critic/rewards/mean,timing_s/reward,val-aux/aime25/reward/worst@4/std,val-aux/brumo25/reward/best@2/mean,timing_s/start_profile,val-core/hmmt25/reward/best@8/std,rollout_corr/ppl_ratio,response_length/max,prompt_length/min,val-core/avg/reward/mean@8,rollout_corr/log_ppl_diff_min,rollout_corr/log_ppl_diff,prompt_length/clip_ratio,val-aux/brumo25/reward/worst@8/std,val-core/beyondaime/reward/best@8/mean,prompt_length/mean,val-aux/hmmt25/reward/worst@8/std,timing_s/agent_loop/slowest/prompt_length,timing_s/old_log_prob_pre,val-aux/aime25/reward/worst@4/mean,actor/pg_loss,val-aux/aime24/reward/best@4/std,timing_s/agent_loop/tool_calls/min,val-aux/aime25/reward/worst@8/mean,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/rollout_rs_mean,timing_s/adv,actor/lr,val-aux/aime25/reward/std@8,perf/max_memory_allocated_gb,timing_per_token_ms/update_actor,response_length_non_aborted/max,timing_s/update_actor,timing_s/agent_loop/tool_calls/max,val-core/avg/reward/best@8/mean,val-aux/aime24/reward/best@4/mean,rollout_corr/rollout_rs_max,val-aux/hmmt25/reward/std@8,val-core/brumo25/reward/mean@8,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_rs_seq_max,timing_s/save_checkpoint,timing_s/agent_loop/slowest/tool_calls,rollout_corr/chi2_token,val-aux/aime25/reward/worst@8/std,critic/score/min,rollout_corr/rollout_log_ppl,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/worst@4/std,timing_s/testing,actor/grad_norm,val-core/hmmt25/reward/best@8/mean,rollout_corr/rollout_is_veto_fraction,training/global_step,num_turns/max,rollout_corr/kl,val-core/beyondaime/reward/mean@8,rollout_corr/rollout_rs_seq_masked_fraction,critic/advantages/mean,val-aux/hmmt25/reward/worst@4/mean,timing_s/stop_profile,response_length/clip_ratio,val-aux/hmmt25/reward/worst@8/mean,val-aux/hmmt25/reward/best@4/mean,val-aux/beyondaime/reward/best@2/mean,perf/max_memory_reserved_gb,val-aux/hmmt25/reward/worst@4/std,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/best@2/std,val-core/beyondaime/reward/best@8/std,rollout_corr/chi2_seq,response_length_non_aborted/clip_ratio,val-aux/beyondaime/reward/best@2/std,val-core/brumo25/reward/best@8/std,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_masked_fraction,perf/total_num_tokens,val-aux/aime24/reward/worst@8/mean,critic/rewards/max,response_length/mean,training/rollout_probs_diff_std,val-aux/aime24/reward/worst@4/mean,val-core/aime25/reward/best@8/std,num_turns/mean,timing_s/gen,adv/mean,prompt_length/max,rollout_corr/rollout_rs_min,val-aux/brumo25/reward/worst@2/std,val-core/brumo25/reward/best@8/mean,rollout_corr/k3_kl,val-aux/beyondaime/reward/worst@4/mean,perf/throughput,training/epoch
,39,0.00046199170446925564,0.0,-47.986854553222656,,1.0,,1885.8188879060035,35559.265201254,-47.986854553222656,66.31217956542969,0.0,,9.485634803771973,0.18809820734794205,0.001847982406616211,0.10280512273311615,0.07776025586172212,,,,8192.0,0.0,-3355.91796875,,,,0.7441144585609436,,,0.19474899326451123,0.0,,,,1769975727.2016938,9.485634803771973,,1885.8188879060035,0.0,,0.19719460606575012,0.00439453125,0.06486049294471741,2.0,8191.36376953125,,,0.5683031678199768,0.0,1.221846024505794,0.0,,,-8.791697925225606e-10,,,1277.7177734375,1.0,,0.21276867389678955,1.470804214477539,,1.2213225169107318,,,496.09429931640625,1.0,,,,7265.0,7265.0,0.7954936027526855,9.839581705276711e-05,,-1742.86572265625,,0.9806351661682129,,,,,,,,,-1742.86572265625,91.60608650298673,,,3.907299833372235e-05,,1.0004227655008435,8192.0,38.0,,-0.0009425878524780273,0.00042260315876774257,0.0,,,95.912109375,,88.0,115.11909488597303,,1.0108823427223967e-06,,0.0,,0.9555692503972707,0.9806376695632935,1.6700073599931784,1e-06,,211.04763460159302,0.02193905424036629,8192.0,372.35710978499264,0.0,,,543717.125,,,0.0,67.31217956542969,,0.0,0.0008953353390097618,,-3355.91796875,0.19432638911530375,,,,1.0052316188812256,,0.0,39.0,2.0,0.0004211350524201407,,1.0,-8.791697925225606e-10,,4.995201015844941e-05,0.9990234375,,,,217.62109375,,,,,285.27802655333653,0.9990234375,,,0.00816205982118845,,0.07302255183458328,16972341.0,,1277.7177734375,8191.36376953125,0.16162154078483582,,,2.0,1304.4992871939903,-8.791697925225606e-10,540.0,2.06115369216775e-09,,,0.0004334332263624674,,2249.996156688983,0.0
2.0,40,0.0005062472864665324,0.0,-44.21869659423828,0.002524156632205506,1.0,0.05302167648724989,3064.0032532180194,37472.69416593,-44.21869659423828,4.04744291305542,0.0,0.1802,9.751081466674805,0.18758730636758342,0.002072066068649292,0.10679352283477783,0.07786762103998736,0.09159884767875184,0.00029,0.1375,8192.0,0.0,-3514.0712890625,0.12916666666666668,0.2691,0.11367234278356245,0.6882960796356201,2.0,0.049117530131733936,0.21265040652360767,0.0,0.0038666666666666667,0.0607,0.015866666666666668,1769978791.4103715,9.751081466674805,0.13206031035922905,3064.0032532180194,0.0,0.03279648783199867,0.2058735340833664,0.00244140625,0.07117915153503418,2.0,8192.0,0.04973362215335766,0.09413333333333335,0.6023375391960144,0.0,1.2451407564803958,0.0,0.03342305063709587,"{'_type': 'table-file', 'path': 'media/table/val/generations_39_21d3ee7ff8483492d13d.table.json', 'size': 1062000.0, 'ncols': 31, '_latest_artifact_path': 'wandb-client-artifact://28z4zoqrqh4cf797iemtp07oj2fqi629019edb68ec0wnfxg08lvrp1opk4mzstgltjdgsrkrj3mk1rrknyew5vmd5wrheba1rjx8fbo7uyrjsa3mzmuqo53domkps3p:latest/val/generations.table.json', 'nrows': 5, 'sha256': '21d3ee7ff8483492d13d9f4528497a64bbef64eff8d732be2cfd4f15ab5223c9', 'artifact_path': 'wandb-client-artifact://uv12c0uguk51ijyq031uykohu4f3u1s0likuydva0ue9bjjqoliblim9krgn08fus93dii59g0vqkil379tjgo33iht2s67mu4pby8x2xdj9c8da8enxo7n87nhkjv83/val/generations.table.json', 'log_mode': 'IMMUTABLE'}",8.721368516262373e-09,0.01044,0.2170333333333333,5299.17919921875,1.0,0.1795,0.21590033173561096,0.1508883237838745,0.09270953803868959,1.2445416878908873,0.0937237736893261,0.03620089658623285,496.4898681640625,0.9999999403953552,0.02265207507580529,0.0300115451422042,0.05455,8192.0,8192.0,0.7983964085578918,0.0001191322389516491,0.021877150381791576,-1768.655517578125,0.022399999999999996,0.9473830461502075,0.09815329505729108,0.23036666666666666,0.041666666666666664,0.04883028985334583,2.0,0.142298062620466,0.009486040030090133,0.2215333333333333,-1768.655517578125,91.70000591801363,0.0584922028424372,0.15363333333333334,4.0319981053471565e-05,0.04170767829293108,1.0004733288660645,8192.0,35.0,0.0866666666666667,-0.0005819797515869141,0.0004731392655230593,0.0,0.01455330125882628,0.0677,97.470703125,0.01021844737064622,95.0,115.68731907699839,0.04486666666666666,8.444603807333806e-07,0.044558873669688456,0.0,0.02346666666666667,0.9514995012589327,0.9473829865455627,2.0224884829949588,1e-06,0.12137566047148386,211.04763460159302,0.02200014546921438,8192.0,373.4928616069956,0.0,0.1887333333333333,0.20659999999999998,33707.93359375,0.05091544105168621,0.1,0.0,5.04744291305542,13.51792326301802,0.0,0.0009448183700442314,0.03902328212071208,-3514.0712890625,0.21217726700706407,0.07743333333333333,0.07508543725923238,1160.5496161390038,1.0269206762313843,0.10759999999999999,0.0,40.0,2.0,0.0004708496257990191,0.025,0.99951171875,8.721368516262373e-09,0.010566666666666667,6.556900916621089e-05,1.0,0.0035,0.0834,0.039299999999999995,217.69921875,0.0169730830941146,0.13410574332176756,0.07364577006154456,0.021649074104420976,14.894195915199816,1.0,0.034601369249258634,0.09832280959871768,0.009249091148376465,0.0436,0.08042824268341064,16976836.0,0.021666666666666664,5299.17919921875,8192.0,0.16512376070022583,0.05459999999999999,0.061256013586794646,2.0,1306.4018975940126,8.925111316671064e-09,816.0,2.06115369216775e-09,0.08414895421191435,0.27773333333333333,0.0004704844877778669,0.0025800000000000003,1385.1842342342327,0.0
,41,0.0005221062074269867,0.0,-45.5128288269043,,1.0,,1891.8700867110165,39359.689802783,-45.5128288269043,20.846891403198242,0.0,,8.389918327331543,0.1889623914794796,0.0020012259483337402,0.10940387845039368,0.07781360332954303,,,,8192.0,0.0,-3317.80859375,,,,0.6889081001281738,,,0.22619516553822905,0.0,,,,1769980683.550748,8.389918327331543,,1891.8700867110165,0.0,,0.21239742636680603,0.00830078125,0.07576779276132584,2.0,8187.2978515625,,,0.6276987791061401,0.0,1.2612837459892035,0.0,,,-1.846811770178647e-08,,,1267.114990234375,1.0,,0.21617887914180756,0.5869051814079285,,1.260659177787602,,,498.25726318359375,1.0,,,,1477.0,1477.0,0.8016389012336731,0.00011979448320773412,,-1769.920654296875,,0.9764318466186523,,,,,,,,,-1769.920654296875,92.57912474800833,,,6.886498886160553e-05,,1.000488835386932,8192.0,37.0,,-0.0007367730140686035,0.0004886307124252198,0.0,,,93.93359375,,89.0,121.51857613198808,,1.1503549632863042e-06,,0.0,,0.9483574921990587,0.9764159321784973,2.031709883012809,1e-06,,211.04763460159302,0.021838929016704218,8192.0,370.3874062440009,0.0,,,171095.203125,,,0.0,21.846891403198242,,0.0,0.0010864809155464172,,-3317.80859375,0.2257065357407555,,,,1.0530614852905273,,0.0,41.0,2.0,0.0004868903032502203,,0.99951171875,-1.846811770178647e-08,,5.264001083560288e-05,0.9990234375,,,,217.69921875,,,,,67.64538432471454,0.9990234375,,,0.010081833228468895,,0.08584962785243988,16959962.0,,1267.114990234375,8187.2978515625,0.1668141782283783,,,2.0,1304.746285797999,-1.8858344219552237e-08,455.0,2.06115369216775e-09,,,0.0005135499525295018,,2241.163666460391,0.0
,42,0.000554054495296441,0.0,-48.279640197753906,,1.0,,1886.7512356199732,41248.773660074,-48.279640197753906,9.83199691772461,0.0,,7.797518253326416,0.1898098428765047,0.001790374517440796,0.11482701450586319,0.07791366663622949,,,,8192.0,0.0,-3437.091064453125,,,,0.7041585445404053,,,0.2462919414974749,0.0,,,,1769982570.545936,7.797518253326416,,1886.7512356199732,0.0,,0.22223059833049774,0.0029296875,0.08409947156906128,2.0,8192.0,,,0.671603798866272,0.0,1.287968854419887,0.0,,,-1.5427874089368743e-08,,,526.0897216796875,1.0,,0.21521015465259552,0.3233971893787384,,1.2872917018830776,,,497.71905517578125,1.0,,,,8192.0,8192.0,0.8018739819526672,0.00010127857051368237,,-1763.0015869140625,,0.9597951173782349,,,,,,,,,-1763.0015869140625,92.26683327899082,,,3.6192010156810284e-05,,1.0005199508741498,8192.0,38.0,,-0.0006815791130065918,0.000519722409080714,0.0,,,94.703125,,122.0,116.05361591099063,,1.9473205115083658e-07,,0.0,,0.943282980576166,0.9597951769828796,1.7188156349875499,1e-06,,211.04763460159302,0.021741331908623172,8192.0,368.9757963650045,0.0,,,81588.2578125,,,0.0,10.83199691772461,,0.0,0.0011798013001680374,,-3437.091064453125,0.24577221740037203,,,,1.054288387298584,,0.0,42.0,2.0,0.0005191489740354882,,1.0,-1.5427874089368743e-08,,5.990400677546859e-05,1.0,,,,217.69921875,,,,,37.0221168291755,1.0,,,0.01135033369064331,,0.09544980525970459,16971168.0,,526.0897216796875,8192.0,0.17101365327835083,,,2.0,1307.1744145080156,-1.5572661382634578e-08,509.0,2.06115369216775e-09,,,0.0005532217676318396,,2248.7288837554934,0.0
,43,0.0005865821167390095,0.0,-40.4256591796875,,1.0,,1888.837873092998,43136.118777404,-40.4256591796875,15.366876602172852,0.0,,9.2483491897583,0.18970228563796135,0.0023085325956344604,0.1154160350561142,0.07798434246459247,,,,8192.0,0.0,-3209.99072265625,,,,0.8116499781608582,,,0.2637941176071763,0.0,,,,1769984459.629397,9.2483491897583,,1888.837873092998,0.0,,0.2282763123512268,0.001953125,0.08785567432641983,2.0,8191.67431640625,,,0.6995097994804382,0.0,1.310394013300538,0.0,,,-3.2457538878816194e-08,,,270.6773376464844,1.0,,0.21135790646076202,0.35773226618766785,,1.30966660939157,,,497.93194580078125,1.0,,,,7525.0,7525.0,0.810253381729126,0.00010079388501267078,,-1731.375,,0.9555356502532959,,,,,,,,,-1731.375,92.39418936899165,,,5.046400474384427e-05,,1.0005493527278304,8192.0,36.0,,-0.0008552074432373047,0.0005491019528562902,0.0,,,98.025390625,,119.0,116.49237363299471,,3.4657534264681544e-07,,0.0,,0.9402998810138317,0.9555357694625854,1.7112085279950406,1e-06,,211.04763460159302,0.02175664297566554,8192.0,369.3691635739815,0.0,,,126536.3984375,,,0.0,16.36687660217285,,0.0,0.0013019023463129997,,-3209.99072265625,0.26324501750059426,,,,1.0581250190734863,,0.0,43.0,2.0,0.0005479348446897347,,1.0,-3.2457538878816194e-08,,6.47690030746162e-05,0.99951171875,,,,217.69921875,,,,,369.7590727307834,0.99951171875,,,0.012296211905777454,,0.10015188157558441,16977305.0,,270.6773376464844,8191.67431640625,0.17050904035568237,,,2.0,1308.3081425900164,-3.2344335210154895e-08,523.0,2.06115369216775e-09,,,0.0005981678264106449,,2247.056939328444,0.0
,44,0.0006150242006697226,0.0,-43.85472106933594,,1.0,,1887.1416499500046,45025.806791486,-43.85472106933594,168.45144653320312,0.0,,8.36518669128418,0.18812492150071497,0.0021672844886779785,0.11863219738006592,0.07778713836616331,,,,8192.0,0.0,-3330.93310546875,,,,0.653169572353363,,,0.27007152303121984,0.0,,,,1769986346.975504,8.36518669128418,,1887.1416499500046,0.0,,0.23268739879131317,0.00634765625,0.09256553649902344,2.0,8192.0,,,0.7163895964622498,0.0,1.3172323303297162,0.0,,,2.0223932750695894e-08,,,458.11383056640625,1.0,,0.21295757591724396,3.7392711639404297,,1.3164538377895951,,,497.16900634765625,0.9999998211860657,,,,8192.0,8192.0,0.8056291937828064,9.95728974767012e-05,,-1744.5484619140625,,1.046183466911316,,,,,,,,,-1744.5484619140625,91.74047394399531,,,5.6639983085915446e-05,,1.0005849096924067,8192.0,36.0,,-0.0006408393383026123,0.000584627592616016,0.0,,,93.890625,,79.0,115.86098562399275,,1.1180079182437908e-06,,0.0,,0.9378381780694589,1.0461833477020264,1.689702682022471,1e-06,,211.04763460159302,0.021935970329834183,8192.0,372.2425362560025,0.0,,,1380574.125,,,0.0,169.45144653320312,,0.0,0.001321236602962017,,-3330.93310546875,0.26948689424898475,,,,1.0143182277679443,,0.0,44.0,2.0,0.0005841026500092994,,1.0,2.0223932750695894e-08,,5.724799120798707e-05,1.0,,,,217.69921875,,,,,20.522569140419364,1.0,,,0.012867212295532227,,0.10543274879455566,16969504.0,,458.11383056640625,8192.0,0.17401690781116486,,,2.0,1305.051622391009,2.0301202496852966e-08,356.0,2.06115369216775e-09,,,0.0006208221698216221,,2248.043224583799,0.0
,45,0.0006197704078658717,0.0,-40.670616149902344,,1.0,,1889.4742003869906,46910.551891053,-40.670616149902344,26.496084213256836,0.0,,8.321562767028809,0.18842827492074302,0.0024503469467163086,0.12032992392778397,0.07791897797739498,,,,8192.0,0.0,-2991.274169921875,,,,0.7250529527664185,,,0.2789305620826781,0.0,,,,1769988236.6635947,8.321562767028809,,1889.4742003869906,0.0,,0.23621724545955658,0.00634765625,0.09602713584899902,2.0,8192.0,,,0.7322895526885986,0.0,1.3283398617058992,0.0,,,1.3291952427607612e-08,,,2343.01220703125,1.0,,0.20805476605892181,0.806787371635437,,1.3275490449741483,,,497.48480224609375,0.9999995231628418,,,,8192.0,8192.0,0.8060838580131531,0.0001256220121108579,,-1704.384521484375,,0.9905737638473511,,,,,,,,,-1704.384521484375,91.83329859600053,,,4.080098005943e-05,,1.000588620081544,8192.0,35.0,,-0.0006977319717407227,0.0005883487956452882,0.0,,,93.3984375,,119.0,116.01674130599713,,9.735951582712232e-07,,0.0,,0.9358860747277865,0.9905738234519958,2.131616610015044,1e-06,,211.04763460159302,0.021900043266239223,8192.0,371.61079656300717,0.0,,,217610.8125,,,0.0,27.496084213256836,,0.0,0.001406494528055191,,-2991.274169921875,0.27834221499506384,,,,1.0013349056243896,,0.0,45.0,2.0,0.000588222986607434,,1.0,1.3291952427607612e-08,,5.753600271418691e-05,1.0,,,,217.69921875,,,,,52.955008934717625,1.0,,,0.013360083103179932,,0.10938721895217896,16968496.0,,2343.01220703125,8192.0,0.17536713182926178,,,2.0,1307.2635240259988,1.3463514747513727e-08,401.0,2.06115369216775e-09,,,0.0006436366656998871,,2245.134651286138,0.0
,46,0.0006560761103173718,0.0,-42.70812225341797,,1.0,,1884.5464428500272,48795.298277145,-42.70812225341797,22.401763916015625,0.0,,7.793461322784424,0.1886181447811855,0.0022563934326171875,0.12049312889575958,0.07776167020773737,,,,8192.0,0.0,-2950.19482421875,,,,0.7740544676780701,,,0.2923646681010723,0.0,,,,1769990121.4085925,7.793461322784424,,1884.5464428500272,0.0,,0.2400798797607422,0.00341796875,0.09812968969345093,2.0,8192.0,,,0.7533150911331177,0.0,1.3469512080773711,0.0,,,2.3355021028237388e-08,,,1615.665283203125,1.0,,0.20838311314582825,0.5812134742736816,,1.3461000649258494,,,497.787353515625,0.9999997615814209,,,,8192.0,8192.0,0.8114868402481079,0.00010203537307968983,,-1707.0745849609375,,0.9753642082214355,,,,,,,,,-1707.0745849609375,91.8247751929739,,,3.993598511442542e-05,,1.0006272289901972,8192.0,40.0,,-0.0007335692644119263,0.0006269291188800707,0.0,,,95.98046875,,147.0,114.41360693098977,,2.177468894082324e-07,,0.0,,0.9339238849308364,0.975364089012146,1.7319263830140699,1e-06,,211.04763460159302,0.021879835244044018,8192.0,371.38359738799045,0.0,,,184007.75,,,0.0,23.401763916015625,,0.0,0.001453721895813942,,-2950.19482421875,0.2917377365520224,,,,1.0144760608673096,,0.0,46.0,2.0,0.0006273615592817805,,1.0,2.3355021028237388e-08,,5.001600948162377e-05,1.0,,,,217.69921875,,,,,48.2096825200133,1.0,,,0.01406717300415039,,0.11219686269760132,16973784.0,,1615.665283203125,8192.0,0.17453329265117645,,,2.0,1304.6243375959748,2.3734060050628614e-08,543.0,2.06115369216775e-09,,,0.0006749951048732328,,2251.7067786255107,0.0
,47,0.0006613028272113297,0.0,-41.18159866333008,,1.0,,1884.5507299129968,50686.097806974,-41.18159866333008,10.505847930908203,0.0,,8.074466705322266,0.18940657330809924,0.0023842155933380127,0.12154179811477661,0.07770979472434582,,,,8192.0,0.0,-3697.7216796875,,,,0.7883934378623962,,,0.2898484361357987,0.0,,,,1769992006.155456,8.074466705322266,,1884.5507299129968,0.0,,0.24073491990566254,0.0068359375,0.09972476959228516,2.0,8192.0,,,0.7521282434463501,0.0,1.3426274107769132,0.0,,,-2.8503471583007922e-08,,,-239.91429138183594,1.0,,0.2037256360054016,0.3237350583076477,,1.341769608668983,,,498.34368896484375,0.9999997019767761,,,,8192.0,8192.0,0.8085381388664246,9.798618124675965e-05,,-1668.92041015625,,0.9683105945587158,,,,,,,,,-1668.92041015625,92.35887650199584,,,3.0911993235349655e-05,,1.0006336523219943,8192.0,39.0,,-0.0007470995187759399,0.0006333444580377545,0.0,,,93.771484375,,89.0,116.33148909499869,,3.6722042295878055e-07,,0.0,,0.9334748207074843,0.9683104753494263,1.6627529859833885,1e-06,,211.04763460159302,0.021798612516337974,8192.0,369.90632342899335,0.0,,,86735.5234375,,,0.0,11.505847930908203,,0.0,0.0014352239668369293,,-3697.7216796875,0.2892150927800685,,,,0.9562349915504456,,0.0,47.0,2.0,0.0006332848251986434,,0.99951171875,-2.8503471583007922e-08,,4.7231995267793536e-05,1.0,,,,217.69921875,,,,,72.89123889897019,1.0,,,0.01412045955657959,,0.11384522914886475,16969260.0,,-239.91429138183594,8192.0,0.176090270280838,,,2.0,1303.7540114060102,-2.9033062176608837e-08,368.0,2.06115369216775e-09,,,0.0006734387079632143,,2251.101513301185,0.0
,48,0.00066867647547042,0.0,-40.993831634521484,,1.0,,1890.592612849985,52573.947467849,-40.993831634521484,8.022133827209473,0.0,,7.850769996643066,0.18923771721422233,0.002200305461883545,0.12290726602077484,0.0781031061067583,,,,8192.0,0.0,-2902.1552734375,,,,0.7361105680465698,,,0.29128748865332454,0.0,,,,1769993896.9548876,7.850769996643066,,1890.592612849985,0.0,,0.24287723004817963,0.00537109375,0.1025952696800232,2.0,8192.0,,,0.7565995454788208,0.0,1.3438210468739271,0.0,,,-6.270496122340319e-09,,,690.575927734375,1.0,,0.20178985595703125,0.26665210723876953,,1.3429573671892285,,,498.84649658203125,0.9999991655349731,,,,8192.0,8192.0,0.8055439591407776,0.0001343465838337481,,-1653.0623779296875,,0.9647544622421265,,,,,,,,,-1653.0623779296875,91.9571585470112,,,3.619198105297983e-05,,1.0006360011175275,8192.0,36.0,,-0.0009753406047821045,0.0006356879821396433,0.0,,,97.314453125,,107.0,115.13965158100473,,4.6491495142575445e-07,,0.0,,0.9322655065981232,0.9647544622421265,2.280736929998966,1e-06,,211.04763460159302,0.02180956394704241,8192.0,370.2504112999886,0.0,,,66397.9296875,,,0.0,9.022133827209473,,0.0,0.0014736093580722809,,-2902.1552734375,0.29065180220641196,,,,0.935014545917511,,0.0,48.0,2.0,0.0006358833520607732,,1.0,-6.270496122340319e-09,,4.9152004066854715e-05,1.0,,,,217.69921875,,,,,699.8705828939565,1.0,,,0.014379918575286865,,0.11697518825531006,16976516.0,,690.575927734375,8192.0,0.17826306819915771,,,2.0,1310.352681424003,-5.932664137731081e-09,483.0,2.06115369216775e-09,,,0.0006842659554422426,,2244.8670174386025,0.0
,49,0.0006812706451455597,0.0,-42.58269500732422,,1.0,,1887.621011226991,55597.999774691,-42.58269500732422,27.43878746032715,0.0,,8.359012603759766,0.18961893990969864,0.0024238228797912598,0.121205635368824,0.0778831059038294,,,,8192.0,0.0,-3173.787353515625,,,,0.7537432909011841,,,0.2979456936009228,0.0,,,,1769995784.8035789,8.359012603759766,,1887.621011226991,0.0,,0.24374504387378693,0.005859375,0.10178180783987045,2.0,8189.1533203125,,,0.7591699361801147,0.0,1.3538717916235328,0.0,,,3.3128209508959117e-08,,,1401.8603515625,1.0,,0.19665125012397766,0.828244686126709,,1.352979777380824,,,499.11859130859375,0.9999998807907104,,,,2362.0,2362.0,0.8110349774360657,0.00010039670299818312,,-1610.4072265625,,0.9896515607833862,,,,,,,,,-1610.4072265625,91.79567790299188,,,6.288100848905742e-05,,1.0006523514166474,8192.0,41.0,,-0.0008042305707931519,0.0006520327842736151,0.0,,,97.876953125,,46.0,117.84546888500336,,2.5134393411008205e-07,,0.0,,0.9320469469619506,0.9896453619003296,1.7039165790192783,1e-06,,211.04763460159302,0.021769696671745206,8192.0,369.4717652219988,0.0,,,225514.4375,,,0.0,28.43878746032715,,0.0,0.0014945631846785545,,-3173.787353515625,0.29729365976527333,,,,0.9039983153343201,,0.0,49.0,2.0,0.0006519280461816379,,1.0,3.3128209508959117e-08,,5.743998917751014e-05,0.99951171875,,,,217.69921875,,,,,45.58229888230562,0.99951171875,,,0.01466801855713129,,0.11644982546567917,16971838.0,,1401.8603515625,8189.1533203125,0.17635565996170044,,,2.0,1306.2076319920016,3.334650955366669e-08,414.0,2.06115369216775e-09,,,0.0006974746925152431,,2247.7814533554024,0.0
