timing_s/stop_profile,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_rs_std,val-core/beyondaime/reward/best@8/mean,timing_s/agent_loop/generate_sequences/max,actor/pg_loss,rollout_corr/rollout_rs_max,val-core/brumo25/reward/best@8/mean,val-aux/hmmt25/reward/best@2/mean,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/generate_sequences/min,prompt_length/clip_ratio,val-core/aime24/reward/mean@8,perf/total_num_tokens,actor/grad_norm,response_length/mean,rollout_corr/chi2_token,perf/max_memory_allocated_gb,val-aux/hmmt25/reward/worst@4/mean,val-aux/beyondaime/reward/best@2/mean,val-aux/brumo25/reward/std@8,critic/score/mean,val-aux/beyondaime/reward/worst@2/mean,val-core/beyondaime/reward/best@8/std,perf/cpu_memory_used_gb,timing_per_token_ms/gen,val-aux/aime25/reward/worst@4/mean,val-aux/brumo25/reward/worst@4/mean,val-aux/beyondaime/reward/worst@8/mean,response_length/min,rollout_corr/log_ppl_diff_min,val-core/hmmt25/reward/best@8/std,val-aux/aime24/reward/worst@8/mean,val-aux/hmmt25/reward/best@4/mean,val-core/hmmt25/reward/mean@8,distill/teacher_kl,rollout_corr/rollout_rs_seq_mean,prompt_length/mean,rollout_corr/rollout_rs_seq_min,rollout_corr/rollout_rs_seq_std,_timestamp,val-core/aime25/reward/mean@8,val-aux/beyondaime/reward/worst@2/std,timing_s/old_log_prob_pre,critic/advantages/max,val-aux/brumo25/reward/worst@8/std,val-aux/aime24/reward/worst@4/std,timing_s/save_checkpoint,val-aux/aime25/reward/worst@8/std,timing_per_token_ms/adv,rollout_corr/training_log_ppl,val-core/aime24/reward/best@8/mean,val-aux/aime25/reward/std@8,response/aborted_ratio,val-aux/aime24/reward/worst@2/std,timing_s/gen,timing_s/agent_loop/tool_calls/max,val-aux/brumo25/reward/worst@2/mean,num_turns/mean,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/hmmt25/reward/worst@2/mean,training/rollout_probs_diff_std,training/epoch,timing_s/update_actor,val-core/avg/reward/best@8/std,val-aux/aime24/reward/std@8,timing_s/agent_loop/tool_calls/min,val-aux/beyondaime/reward/best@4/std,timing_s/reward,rollout_corr/log_ppl_diff,timing_s/agent_loop/slowest/generate_sequences,timing_s/adv,response_length/max,val-aux/hmmt25/reward/worst@8/std,val-aux/aime25/reward/worst@2/mean,critic/rewards/mean,rollout_corr/kl,critic/advantages/mean,timing_s/agent_loop/slowest/tool_calls,val-core/aime25/reward/best@8/std,actor/is_ratio_mean,critic/rewards/max,actor/entropy,val-aux/num_turns/min,val-core/beyondaime/reward/mean@8,rollout_corr/k3_kl,val-aux/aime25/reward/best@4/mean,response_length/clip_ratio,response_length_non_aborted/mean,critic/returns/max,rollout_corr/log_ppl_abs_diff,val-aux/beyondaime/reward/best@2/std,val/generations,val-aux/aime24/reward/best@2/mean,timing_s/step,val-aux/hmmt25/reward/std@8,timing_s/agent_loop/generate_sequences/mean,critic/returns/mean,val-aux/beyondaime/reward/worst@4/mean,val-aux/brumo25/reward/best@4/std,perf/max_memory_reserved_gb,val-aux/hmmt25/reward/best@4/std,val-core/brumo25/reward/best@8/std,timing_s/agent_loop/tool_calls/mean,critic/advantages/min,rollout_corr/ppl_ratio,rollout_corr/rollout_rs_masked_fraction,timing_s/start_profile,val-aux/hmmt25/reward/worst@8/mean,val-aux/brumo25/reward/worst@8/mean,val-aux/aime25/reward/best@2/std,val-core/avg/reward/best@8/mean,rollout_corr/rollout_is_veto_fraction,val-aux/num_turns/mean,num_turns/max,_step,val-aux/aime24/reward/best@4/mean,rollout_corr/log_ppl_diff_max,val-aux/aime25/reward/worst@8/mean,val-aux/aime25/reward/best@2/mean,val-core/aime24/reward/best@8/std,val-core/aime25/reward/best@8/mean,critic/score/max,val-aux/aime24/reward/worst@4/mean,rollout_corr/rollout_ppl,val-aux/beyondaime/reward/worst@8/std,rollout_corr/rollout_rs_seq_max_deviation,val-aux/num_turns/max,response_length_non_aborted/max,val-core/brumo25/reward/mean@8,val-aux/brumo25/reward/worst@2/std,val-core/hmmt25/reward/best@8/mean,rollout_corr/rollout_rs_seq_max,actor/lr,rollout_corr/rollout_rs_min,val-aux/hmmt25/reward/worst@4/std,val-aux/aime24/reward/best@4/std,rollout_corr/rollout_rs_mean,timing_s/agent_loop/slowest/prompt_length,val-aux/hmmt25/reward/worst@2/std,training/rollout_probs_diff_valid,val-aux/beyondaime/reward/best@4/mean,response_length_non_aborted/clip_ratio,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/brumo25/reward/worst@4/std,critic/returns/min,rollout_corr/chi2_seq,prompt_length/min,timing_s/testing,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_rs_seq_fraction_high,training/global_step,prompt_length/max,num_turns/min,val-aux/aime25/reward/worst@4/std,val-aux/brumo25/reward/best@4/mean,val-aux/hmmt25/reward/best@2/std,timing_per_token_ms/update_actor,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/best@2/mean,adv/mean,val-aux/aime24/reward/worst@2/mean,_runtime,critic/rewards/min,perf/time_per_step,rollout_corr/training_ppl,rollout_corr/rollout_log_ppl,val-aux/brumo25/reward/best@2/std,val-aux/aime25/reward/worst@2/std,critic/score/min,perf/mfu/actor,training/rollout_probs_diff_max,val-aux/aime24/reward/best@2/std,val-core/avg/reward/mean@8,perf/throughput,rollout_corr/rollout_rs_ratio_fraction_low,val-aux/beyondaime/reward/std@8,training/rollout_probs_diff_mean,training/rollout_actor_probs_pearson_corr,response_length_non_aborted/min,val-aux/beyondaime/reward/worst@4/std
5.0336006097495556e-05,0.0,0.2560484707355499,0.13372,0.0,2.6346045141067975e-06,126.73638153076172,0.40203333333333335,0.09936666666666666,8192.0,0.0,0.0,0.22916666666666666,16971824.0,0.4025722146034241,8192.0,0.20323840621858835,193.47679471969604,0.05483333333333333,0.09538,0.18187038821011725,-1356.238037109375,0.049449999999999994,0.02763237588597791,489.64080810546875,0.076236128539027,0.1045,0.06986666666666666,0.024349999999999997,8192.0,-0.13626191020011902,0.01770396451174127,0.14886666666666667,0.11216666666666668,0.08333333333333333,0.165556401014328,1.0122766494750977,95.0234375,0.5967423915863037,0.03466784581542015,1770272352.0825648,0.19583333333333333,0.041542546848592765,115.52781022305135,3.666004180908203,0.05713753491793137,0.04461113351363076,,0.031425651724454,9.988418003915121e-05,0.09754418782540597,0.33103333333333335,0.11887495642211468,0.0,0.06988480981810298,1279.0299955030205,0.0,0.12463333333333333,2.0,0.01224660873413086,0.06666666666666667,0.16885286569595337,0.0,367.7999989220407,0.040935508921611935,0.09133370919001473,0.0,0.040714340179663175,91.19934543798445,-0.06631178755196743,0.0,1.6952167240087874,8192.0,0.015888465417822243,0.14270000000000002,-1356.238037109375,-0.0660056997439824,-8.572610954438176e-10,0.0,0.03473463515097289,1.0,1471.5999755859375,0.23931893706321716,2.0,0.0725,0.01597234255314106,0.2969666666666667,1.0,8192.0,3.666004180908203,0.06631178755196743,0.051210554139933445,"{'artifact_path': 'wandb-client-artifact://fy954vdoqyrnlk44a8ad2u2wxpquj026r7pgs8rjvia30f9kay51detn0cwk2qeednwdwu6fix7biq2ogxb5dee8x5uioikqe7k4a51snhp2576t77bc4695mf45zy4w/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_29_ab1557a638a27b3b8b06.table.json', '_latest_artifact_path': 'wandb-client-artifact://e9rkac5q3394sltuwd2ewbe5sbpa6swdgvblj1rj6jtbzh54o70l1c0kspmwl9eqyiy9sxa0dtbmbiiss5nuybs33oi3z89c8fmrjmvkwzu5pn6hlci2ezgtdneiumsw:latest/val/generations.table.json', '_type': 'table-file', 'nrows': 4, 'sha256': 'ab1557a638a27b3b8b0682c4fb40aab52953573769c66b17aef04b228f0ec52a', 'size': 820895, 'ncols': 31}",0.2648333333333333,3070.1134529410047,0.03871459425887159,0.0,-8.572610954438176e-10,0.03303,0.12251765567926379,200.275390625,0.025965924101105358,0.06965732567777004,0.0,-64.27891540527344,0.9360829619690776,0.08335578441619873,5.334499292075634e-05,0.04496666666666667,0.03573333333333333,0.10574778011730737,0.262764,0.0,2.0,2.0,30,0.2987666666666666,-0.008420351892709732,0.08176666666666667,0.25,0.05494924338159756,0.3246333333333334,1471.5999755859375,0.16656666666666667,1.1798120103776455,0.011318272346538235,0.4032576084136963,2.0,8192.0,0.20416666666666666,0.14652332093671838,0.12240000000000001,1.086368441581726,1e-05,2.06115369216775e-09,0.02512412567815571,0.07142428928322024,1.012276530265808,66.0,0.03258369390478099,1.0,0.11710000000000001,1.0,0.9413647879900076,0.0,0.09578054097916859,-64.27891540527344,2.353852531605504e+17,39.0,1214.3016915050102,0.0729429544882174,0.0,30.0,406.0,2.0,0.06326821192018343,0.3528666666666666,0.0327605195908145,0.02167121217625405,1.0,0.02776348908170933,0.2831666666666666,-2.032026324982894e-09,0.19299999999999998,53482.663569399,-3222.5263671875,3070.1134529410047,1.1030343873426318,0.16385597648331895,0.16239586547519175,0.09843791964554943,-3222.5263671875,0.19037658341757657,0.9999995231628418,0.0861421489885231,0.15699999999999997,1382.0192852923642,0.07110917568206787,0.05440234564579444,0.09669184684753418,0.7127737998962402,8192.0,0.024433839096770646
5.107198376208544e-05,0.0,0.25280052423477173,,0.0,2.647826958579458e-06,161.2237548828125,,,8192.0,0.0,0.0,,16975352.0,0.4270082116127014,8192.0,0.20173266530036926,193.47679471969604,,,,-1288.82470703125,,,490.38751220703125,0.07633295910716015,,,,8192.0,-0.11853738129138947,,,,,0.15732723474502563,1.0159097909927368,96.74609375,0.7874093055725098,0.03262443095445633,1770274213.064166,,,115.52294928301126,4.440761089324951,,,,,9.960671119024886e-05,0.0975777719868347,,,0.0,,1280.654542859993,0.0,,2.0,0.011932551860809326,,0.16329629719257355,0.0,371.1253206629772,,,0.0,,91.21502359001897,-0.06587966895313002,0.0,1.6908589840168133,8192.0,,,-1288.82470703125,-0.06544824325828813,-1.4044465146412222e-08,0.0,,1.0,1026.3558349609375,0.2343357503414154,,,0.015869963128352538,,1.0,8192.0,4.440761089324951,0.06587966895313002,,,,1860.7678569790442,,0.0,-1.4044465146412222e-08,,,200.275390625,,,0.0,-65.34542846679688,0.9365161987952888,0.07887893915176392,4.7008972615003586e-05,,,,,0.0,,2.0,31,,-0.006192757748067379,,,,,1026.3558349609375,,1.1795650785788894,,0.21259069442749023,,8192.0,,,,1.085430383682251,1e-05,2.06115369216775e-09,,,1.0159096717834473,97.0,,1.0,,1.0,0.9430149108764861,0.0,,-65.34542846679688,2.353852531605504e+17,42.0,,,0.0,31.0,384.0,2.0,,,,0.02186259941254692,1.0,,,-1.3649513519453649e-08,,55333.882609215,-3501.18408203125,1860.7678569790442,1.1031466936692595,0.16345744126010686,,,-3501.18408203125,0.18871752620164745,0.9999992251396179,,,2280.691803699721,0.06694638729095459,,0.09287068992853165,0.726356565952301,8192.0,
4.835199797526002e-05,0.0,0.2543284595012665,,0.0,2.051915838130469e-06,105.17341613769531,,,8192.0,0.0,0.0,,16969900.0,0.6030212044715881,8192.0,0.2010155115276575,193.47679471969604,,,,-1267.389892578125,,,490.39227294921875,0.07601557980942489,,,,8192.0,-0.13329853117465973,,,,,0.15471068024635315,1.0130560398101807,94.083984375,0.7322113513946533,0.03278509899973869,1770276064.292987,,,113.97129208198749,4.678688049316406,,,,,9.996976057647088e-05,0.09707441361388192,,,0.0,,1275.3298018279602,0.0,,2.0,0.012267768383026123,,0.1673576831817627,0.0,368.23941272398224,,,0.0,,91.23187324497849,-0.0653822083841078,0.0,1.6964768400066532,8192.0,,,-1267.389892578125,-0.06496131239691749,-1.80880217470758e-08,0.0,,1.0,698.7630615234375,0.23678672313690186,,,0.015903429433819838,,1.0,8192.0,4.678688049316406,0.0653822083841078,,,,1851.0279335529776,,0.0,-1.80880217470758e-08,,,200.275390625,,,0.0,-69.35564422607422,0.9369834559038281,0.08145570755004883,3.705598646774888e-05,,,,,0.0,,2.0,32,,-0.009793972596526146,,,,,698.7630615234375,,1.1784284189343452,,0.2677886486053467,,8192.0,,,,1.0893267393112183,1e-05,2.06115369216775e-09,,,1.0130560398101807,56.0,,1.0,,1.0,0.9421350008108872,0.0,,-69.35564422607422,2.353852531605504e+17,35.0,,,0.0,32.0,403.0,2.0,,,,0.021699562915749784,1.0,,,-1.736323440582055e-08,,57198.223518091,-4696.5048828125,1851.0279335529776,1.1026137145236135,0.16245662164874375,,,-4696.5048828125,0.19012604122607754,0.9999991059303284,,,2291.9562277251703,0.0691879391670227,,0.09432455152273178,0.717573881149292,8192.0,
5.020800745114684e-05,0.0,0.25507333874702454,,0.0,2.3432559821401355e-06,200.3921661376953,,,8192.0,0.0,0.0,,16971796.0,0.385660320520401,8192.0,0.2023075921460986,193.47679471969604,,,,-1250.088623046875,,,488.93896484375,0.07636354392600089,,,,8192.0,-0.13254302740097046,,,,,0.15259873867034912,1.011824607849121,95.009765625,0.8091698884963989,0.03503318130970001,1770277928.6340477,,,118.91457021498354,4.12631893157959,,,,,9.965138391828234e-05,0.09714043617714196,,,0.0,,1281.167670972005,0.0,,2.0,0.012251198291778564,,0.16936948895454407,0.0,370.5301332010422,,,0.0,,91.27237290801713,-0.06577680952614173,0.0,1.6912629589787684,8192.0,,,-1250.088623046875,-0.06534156060661189,-5.826319871005126e-09,0.0,,1.0,952.4022827148438,0.23950907588005066,,,0.016025819051719736,,1.0,8192.0,4.12631893157959,0.06577680952614173,,,,1864.131447004038,,0.0,-5.826319871005126e-09,,,200.275390625,,,0.0,-55.57204818725586,0.9366203350946307,0.08275020122528076,6.416102405637503e-05,,,,,0.0,,2.0,33,,-0.008125122636556625,,,,,952.4022827148438,,1.1789803327992558,,0.19083011150360107,,8192.0,,,,1.0841137170791626,1e-05,2.06115369216775e-09,,,1.011824607849121,101.0,,1.0,,1.0,0.9417300194652758,0.0,,-55.57204818725586,2.353852531605504e+17,38.0,,,0.0,33.0,255.0,2.0,,,,0.021832110944595504,1.0,,,-6.472807623225663e-09,,59047.028434618,-3236.65576171875,1864.131447004038,1.1026800172403455,0.16291724605252966,,,-3236.65576171875,0.18897316937702668,0.9999986290931702,,,2276.099685362375,0.0704990029335022,,0.09552706778049469,0.7124173641204834,8192.0,
4.7617009840905666e-05,0.0,0.2542039752006531,,0.0,1.7219613583918658e-06,65.06727600097656,,,8192.0,0.0,0.0,,16975352.0,0.386078804731369,8192.0,0.20037161279469728,193.47679471969604,,,,-1181.7294921875,,,490.856689453125,0.0757012783477902,,,,8192.0,-0.12556876242160797,,,,,0.14425408840179443,1.0110528469085693,96.74609375,0.7951081991195679,0.03352795168757439,1770279777.4389453,,,116.71232258499367,3.861586332321167,,,,,9.64652790676043e-05,0.0963898541231174,,,0.0,,1270.0566983169992,0.0,,2.0,0.012063443660736084,,0.17020873725414276,0.0,368.298501014011,,,0.0,,91.34849732398288,-0.0651528554444667,0.0,1.637532067950815,8192.0,,,-1181.7294921875,-0.06465763365849853,1.7221170267589514e-08,0.0,,1.0,3001.669189453125,0.2375396490097046,,,0.01587835212922073,,1.0,8192.0,3.861586332321167,0.0651528554444667,,,,1848.6096987019992,,0.0,1.7221170267589514e-08,,,200.275390625,,,0.0,-56.26580047607422,0.9372145966626704,0.08232831954956055,5.1167968194931746e-05,,,,,0.0,,2.0,34,,-0.002465246943756938,,,,,3001.669189453125,,1.177428058348596,,0.20489180088043213,,8192.0,,,,1.0864906311035156,1e-05,2.06115369216775e-09,,,1.0110528469085693,81.0,,1.0,,1.0,0.9420279308780394,0.0,,-56.26580047607422,2.353852531605504e+17,35.0,,,0.0,34.0,615.0,2.0,,,,0.021696074462197366,1.0,,,1.7252885342600166e-08,,60905.607625252,-2626.79931640625,1848.6096987019992,1.1018749689683318,0.16154270811239257,,,-2626.79931640625,0.19017846913886285,0.9999994039535522,,,2295.691731456245,0.07026487588882446,,0.09521090239286423,0.7094237208366394,8192.0,
5.011301254853606e-05,0.0,0.25183457136154175,,0.0,2.2772037091556285e-06,1741.8876953125,,,8192.0,0.0,0.0,,16975604.0,0.3789306581020355,8192.0,0.19247833918780088,193.47679471969604,,,,-1095.22412109375,,,489.95172119140625,0.07630785570609394,,,,8192.0,-0.12921501696109772,,,,,0.1336943507194519,1.0069748163223267,96.869140625,0.7986397743225098,0.03278832510113716,1770281636.0180316,,,116.67230914003449,3.9862589836120605,,,,,9.737127385871928e-05,0.09292608161922544,,,0.0,,1280.2333776779706,0.0,,2.0,0.011522471904754639,,0.1733577698469162,0.0,367.9920937520219,,,0.0,,91.28663804300595,-0.06260976448538713,0.0,1.6529361860011704,8192.0,,,-1095.22412109375,-0.062193117744755,1.1580385539389226e-08,0.0,,1.0,3719.933837890625,0.23324540257453918,,,0.015206333599053323,,1.0,8192.0,3.9862589836120605,0.06260976448538713,,,,1858.3864465819788,,0.0,1.1580385539389226e-08,,,200.275390625,,,0.0,-56.5588493347168,0.9396014409139752,0.0823676586151123,3.85930179618299e-05,,,,,0.0,,2.0,35,,-0.008718904107809067,,,,,3719.933837890625,,1.1703981067985296,,0.24772703647613525,,8192.0,,,,1.2477270364761353,1e-05,2.06115369216775e-09,,,1.0069748163223267,63.0,,1.0,,1.0,0.942636606664277,0.0,,-56.5588493347168,2.353852531605504e+17,37.0,,,0.0,35.0,359.0,2.0,,,,0.02167770252840617,1.0,,,1.1417840006799906e-08,,62761.041537513,-3972.52001953125,1858.3864465819788,1.0980721563100815,0.15553584770532325,,,-3972.52001953125,0.19033641730683812,0.9999983310699463,,,2283.6482733747644,0.07084518671035767,,0.09579093754291534,0.695199728012085,8192.0,
5.190499359741807e-05,0.0,0.25475838780403137,,0.0,2.1439550659252404e-06,92.22074890136719,,,8192.0,0.0,0.0,,16976428.0,0.34523630142211914,8192.0,0.19730901345610619,193.47679471969604,,,,-1074.2808837890625,,,490.80340576171875,0.07611082772099667,,,,8192.0,-0.1228470653295517,,,,,0.13113781809806824,1.006805419921875,97.271484375,0.8162596225738525,0.03037193790078163,1770283491.452022,,,116.59636491996935,4.524659156799316,,,,,9.593771852219472e-05,0.09560435626190156,,,0.0,,1276.9277966139489,0.0,,2.0,0.01187223196029663,,0.17380431294441223,0.0,368.25755803100765,,,0.0,,91.29485011496581,-0.06413997622439638,0.0,1.628679770976305,8192.0,,,-1074.2808837890625,-0.06378247332759202,-1.8555597058877993e-09,0.0,,1.0,4468.87060546875,0.23989391326904297,,,0.015603604268108029,,1.0,8192.0,4.524659156799316,0.06413997622439638,,,,1855.240601996018,,0.0,-1.8555597058877993e-09,,,200.275390625,,,0.0,-57.40275192260742,0.9381213518790901,0.0844077467918396,3.5936012864112854e-05,,,,,0.0,,2.0,36,,-0.01065779011696577,,,,,4468.87060546875,,1.1750575974583626,,0.18374037742614746,,8192.0,,,,1.0814199447631836,1e-05,2.06115369216775e-09,,,1.006805419921875,82.0,,1.0,,1.0,0.9413982768767235,0.0,,-57.40275192260742,2.353852531605504e+17,37.0,,,0.0,36.0,743.0,2.0,,,,0.0216922875666782,1.0,,,-1.7800658724809182e-09,,64618.539909827,-2836.853759765625,1855.240601996018,1.1009380342438817,0.1597443325445056,,,-2836.853759765625,0.19021147737669333,0.9999980330467224,,,2287.6315855926428,0.07253551483154297,,0.09777675569057465,0.6975530982017517,8192.0,
5.0336006097495556e-05,0.0,0.2532116174697876,,0.0,2.836363645508655e-06,181.38375854492188,,,8192.0,0.0,0.0,,16967040.0,1.050508975982666,8192.0,0.19145559705793858,193.47679471969604,,,,-1045.173583984375,,,488.44403076171875,0.07627809899502999,,,,8192.0,-0.12711410224437714,,,,,0.12758466601371765,1.0037670135498047,92.6875,0.7559131383895874,0.03389349579811096,1770285348.9503636,,,116.46748689096421,4.566224575042725,,,,,9.638114886387564e-05,0.09279876414802857,,,0.0,,1279.734142909001,0.0,,2.0,0.011702895164489746,,0.1760668158531189,0.0,367.70622160099447,,,0.0,,91.205413500953,-0.062358382157981396,0.0,1.6353028080193326,8192.0,,,-1045.173583984375,-0.06197206288925372,2.665070830687455e-09,0.0,,1.0,5853.595703125,0.23675625026226044,,,0.015121179745619884,,1.0,8192.0,4.566224575042725,0.062358382157981396,,,,1857.301941607031,,0.0,2.665070830687455e-09,,,200.275390625,,,0.0,-78.23370361328125,0.9397926768288016,0.085410475730896,4.47999918833375e-05,,,,,0.0,,2.0,37,,-0.009580167010426521,,,,,5853.595703125,,1.1696322076022625,,0.2440868616104126,,8192.0,,,,1.0918041467666626,1e-05,2.06115369216775e-09,,,1.0037668943405151,80.0,,1.0,,1.0,0.9418092114569949,0.0,,-78.23370361328125,2.353852531605504e+17,37.0,,,0.0,37.0,304.0,2.0,,,,0.021671795528329894,1.0,,,1.6547304637626326e-09,,66461.835758922,-3626.041748046875,1857.301941607031,1.0978298895061016,0.15515714697539806,,,-3626.041748046875,0.1903626095244814,0.9999995231628418,,,2283.8289806178827,0.07370758056640625,,0.09780429303646088,0.6906231045722961,8192.0,
6.176001625135541e-05,0.0,0.254189670085907,,0.0,2.442397237345517e-06,191.52398681640625,,,8192.0,0.0,0.0,,16970248.0,0.36250489950180054,8192.0,0.19426426012068987,193.47679471969604,,,,-1059.86181640625,,,490.0604248046875,0.07555413736581862,,,,8192.0,-0.1192910224199295,,,,,0.12937766313552856,1.0057432651519775,94.25390625,0.7956327199935913,0.03252960741519928,1770287192.2462413,,,114.21111414599,4.186553001403809,,,,,9.978847963789207e-05,0.09377867402508855,,,0.0,,1267.58808228001,0.0,,2.0,0.011961162090301514,,0.17412921786308289,0.0,367.86527455202304,,,0.0,,91.18638969596941,-0.06339695182396099,0.0,1.6934352469979785,8192.0,,,-1059.86181640625,-0.0630056515801698,-2.453660608026098e-09,0.0,,1.0,850.6986083984375,0.23808515071868896,,,0.015281658299500123,,1.0,8192.0,4.186553001403809,0.06339695182396099,,,,1843.0993233830086,,0.0,-2.453660608026098e-09,,,200.275390625,,,0.0,-57.7144660949707,0.938812876585871,0.08519017696380615,4.7039997298270464e-05,,,,,0.0,,2.0,38,,-0.010736169293522835,,,,,850.6986083984375,,1.1719689695164561,,0.2043672800064087,,8192.0,,,,1.0826079845428467,1e-05,2.06115369216775e-09,,,1.0057432651519775,68.0,,1.0,,1.0,0.9415548716769888,0.0,,-57.7144660949707,2.353852531605504e+17,38.0,,,0.0,38.0,444.0,2.0,,,,0.021677071222060106,1.0,,,-1.7815883213145867e-09,,68314.526993868,-3312.415771484375,1843.0993233830086,1.0988977085798979,0.15717562584904954,,,-3312.415771484375,0.1903210056618343,0.9999983906745911,,,2301.862925223573,0.07322901487350464,,0.09768851101398468,0.6964495778083801,8192.0,
5.251204129308462e-05,0.0,0.2539968490600586,,0.0,2.2181633116957755e-06,186.72361755371094,,,8192.0,0.0,0.0,,16973644.0,0.3233465254306793,8192.0,0.19530264753848314,193.47679471969604,,,,-1075.8262939453125,,,489.9154052734375,0.07595588371032622,,,,8192.0,-0.1262071579694748,,,,,0.13132645189762115,1.0064277648925781,95.912109375,0.7920317649841309,0.03260530158877373,1770289044.9373827,,,116.61655294400407,4.23516321182251,,,,,9.895271192241795e-05,0.09404557273956016,,,0.0,,1274.3282674790244,0.0,,2.0,0.0119284987449646,,0.17322784662246704,0.0,368.0750967449858,,,0.0,,91.23914071102627,-0.06367017602315173,0.0,1.6795881050056778,8192.0,,,-1075.8262939453125,-0.06332567895879038,6.946661024187506e-09,0.0,,1.0,4097.0078125,0.2384777069091797,,,0.01537819804798346,,1.0,8192.0,4.23516321182251,0.06367017602315173,,,,1852.496481780021,,0.0,6.946661024187506e-09,,,200.275390625,,,0.0,-57.5994873046875,0.938547546043992,0.08456927537918091,4.409695975482464e-05,,,,,0.0,,2.0,39,,-0.01163800060749054,,,,,4097.0078125,,1.1725296964868903,,0.20796823501586914,,8192.0,,,,1.091494083404541,1e-05,2.06115369216775e-09,,,1.0064276456832886,88.0,,1.0,,1.0,0.9416977755405782,0.0,,-57.5994873046875,2.353852531605504e+17,38.0,,,0.0,39.0,540.0,2.0,,,,0.021685095831218432,1.0,,,6.104159844255719e-09,,71404.421316001,-2824.13134765625,1852.496481780021,1.0991667872294784,0.1577157491701655,,,-2824.13134765625,0.1902674066451088,0.9999986886978149,,,2290.644566257208,0.07264077663421631,,0.09732718020677567,0.69880211353302,8192.0,
