response_uid,prompt_uid,tokens,log_ratio_mean,log_ratio_std,log_ratio_min,log_ratio_max,frac_teacher_gt_student
6f65fd40-10a5-4578-8b21-d210df88a564,1d44c167-d94b-4493-9f1f-3dd23dd49ac8,774,-0.29939934611320496,1.3745132684707642,-20.342073440551758,2.225221633911133,0.6214470267295837
6babbce7-49fc-4c4a-b4ab-154223e91bcf,caf7a13d-ca82-4309-9a72-0e30e92aebf8,710,-0.4221206307411194,1.954210877418518,-31.377037048339844,1.9091053009033203,0.7295774817466736
921e1406-66a9-4db7-969f-53e79d355b1f,caf7a13d-ca82-4309-9a72-0e30e92aebf8,1307,-0.2510809004306793,1.451686143875122,-31.377037048339844,1.9606151580810547,0.7704667448997498
1e646bd9-2a08-41c7-a923-8207463e8166,caf7a13d-ca82-4309-9a72-0e30e92aebf8,880,-0.40565624833106995,1.6895182132720947,-31.377037048339844,2.5694923400878906,0.26363635063171387
ff0b27ae-ae5f-4f5d-92bc-2d469a7fb941,caf7a13d-ca82-4309-9a72-0e30e92aebf8,529,-0.4080173373222351,2.0684871673583984,-31.377037048339844,1.7243595123291016,0.6521739363670349
6b55ce8d-942e-4fce-815c-86a007a7c5e9,6c42f45d-b7f5-493a-9fc9-9619c8f8a935,3186,-0.6753033995628357,3.230785846710205,-39.43775177001953,2.6907501220703125,0.7937853336334229
9dcdaf3b-651a-4324-84a3-75a73da798aa,6c42f45d-b7f5-493a-9fc9-9619c8f8a935,592,-0.35530370473861694,1.7261931896209717,-28.408912658691406,1.5699958801269531,0.6199324131011963
cf3c23a2-8733-49a2-b348-311017e6a391,6c42f45d-b7f5-493a-9fc9-9619c8f8a935,589,-0.32770368456840515,1.8015434741973877,-28.408912658691406,2.251018524169922,0.5551782846450806
66103108-1440-4077-800a-d5fdf3e7fa69,6c42f45d-b7f5-493a-9fc9-9619c8f8a935,4261,-0.33009669184684753,1.2799500226974487,-28.408912658691406,4.241905212402344,0.4768833518028259
1468deaf-f4da-4478-b83a-f79d5ed00cd7,5ce5a670-e7cc-407c-a7be-c4d1d2a6f4bb,419,-0.510931134223938,2.357023239135742,-36.07246398925781,2.880220413208008,0.6873508095741272
43521a51-7154-494c-a312-ed50037ef062,5ce5a670-e7cc-407c-a7be-c4d1d2a6f4bb,232,-0.6595938205718994,2.9399211406707764,-36.07246398925781,1.470113754272461,0.6724137663841248
b89e0336-bd1c-4a1c-a6b3-31d4c87e0fd4,5ce5a670-e7cc-407c-a7be-c4d1d2a6f4bb,169,-0.8183451890945435,3.379626989364624,-36.07246398925781,0.7831649780273438,0.7218934893608093
174d01ce-5ff7-4001-bd81-9a7d051cc834,5ce5a670-e7cc-407c-a7be-c4d1d2a6f4bb,136,-0.8802254796028137,3.7755184173583984,-36.07246398925781,2.108499526977539,0.6764705777168274
44e58446-99cd-49d4-9adf-646f3749e9e0,607b3c43-5a4c-47a1-92b0-f5bd6bf96f20,821,-0.4688568413257599,2.082298755645752,-37.54777526855469,2.4721431732177734,0.5054811239242554
dc820dbe-1133-414f-b1ec-da45562fcd5b,607b3c43-5a4c-47a1-92b0-f5bd6bf96f20,589,-0.7302426695823669,2.6167993545532227,-37.54777526855469,1.802194595336914,0.6027164459228516
21809af8-a396-4a1b-b5d1-13fefb1a8248,607b3c43-5a4c-47a1-92b0-f5bd6bf96f20,756,-0.7732298374176025,2.486665964126587,-37.54777526855469,4.6137542724609375,0.6243386268615723
bdc15aea-6d6d-411c-8469-3c81ff440e56,607b3c43-5a4c-47a1-92b0-f5bd6bf96f20,1193,-0.5855206251144409,2.1858344078063965,-37.54777526855469,3.262859344482422,0.6144174337387085
ba3e8eb3-7de1-4d5f-a41e-08e7b7d50aea,2ef48ed7-9786-407b-a1bc-8b7bb367b988,167,-1.577353596687317,4.841804504394531,-30.891714096069336,1.3610916137695312,0.6167664527893066
b1698153-3c3d-4414-8c59-47b94060af85,2ef48ed7-9786-407b-a1bc-8b7bb367b988,1045,-0.44066184759140015,1.8644474744796753,-27.560806274414062,2.6888198852539062,0.6899521350860596
0634f1e2-9468-479e-b80a-19258be0fa56,2ef48ed7-9786-407b-a1bc-8b7bb367b988,606,-0.18986515700817108,1.729506015777588,-27.560806274414062,2.394960403442383,0.8036303520202637
d83fd6b4-a1f2-489e-8622-191e7bf8f9b7,2ef48ed7-9786-407b-a1bc-8b7bb367b988,1082,-0.41156768798828125,1.8821994066238403,-27.560806274414062,2.5468921661376953,0.709796667098999
a213f5f6-e485-4f0b-824f-30a17e9e9a24,efaa251b-ab55-4663-933e-802c948e5e80,792,-0.3242029547691345,1.518282175064087,-18.436824798583984,1.6067752838134766,0.7121211886405945
b8ecaed2-515c-42d9-bf56-618692c249de,efaa251b-ab55-4663-933e-802c948e5e80,132,-1.8596690893173218,3.63185453414917,-23.992431640625,2.3644542694091797,0.3712121248245239
7a8f2791-739c-416e-bcb9-4aabb2247c68,efaa251b-ab55-4663-933e-802c948e5e80,197,-3.6266791820526123,7.234903812408447,-32.662330627441406,1.226083755493164,0.6446700692176819
34da357e-19a1-4fb6-b6d0-92d29c2e73fc,efaa251b-ab55-4663-933e-802c948e5e80,77,-2.487532615661621,4.309713840484619,-18.436824798583984,1.971231460571289,0.3896103799343109
c094225f-7f8a-45e1-99ae-fe3e080425dd,dda4f598-bb80-4595-bd41-0d73cff6b944,1034,-0.21299009025096893,1.4480781555175781,-36.60612106323242,3.543252944946289,0.6895551085472107
ff84202e-44bd-4c4d-8c0d-4dfa33764074,dda4f598-bb80-4595-bd41-0d73cff6b944,1679,-0.17596390843391418,1.373729944229126,-36.60612106323242,1.6465530395507812,0.7492555379867554
00f4437c-3ad3-4430-a243-e9d5b8594738,dda4f598-bb80-4595-bd41-0d73cff6b944,1050,-0.2598375976085663,1.6120553016662598,-36.60612106323242,1.8768367767333984,0.691428542137146
1d0468bf-865c-4e2c-8ce1-67eb1047eb76,dda4f598-bb80-4595-bd41-0d73cff6b944,1608,-0.16932208836078644,1.241769790649414,-36.60612106323242,3.147846221923828,0.7599502205848694
26d6d4eb-aa6e-4177-9463-c285976449d5,f3da7e15-da22-474f-971c-7f830a32fdee,784,-1.0184601545333862,3.941330671310425,-41.01963806152344,2.7701759338378906,0.5484693646430969
55f04a22-cce1-48d8-b7b5-7feb5c42d4bc,f3da7e15-da22-474f-971c-7f830a32fdee,557,-0.7923128008842468,3.208662986755371,-41.01963806152344,3.8520355224609375,0.6912028789520264
1b34cabc-b2a0-4208-a331-a64fbfa40b0b,f3da7e15-da22-474f-971c-7f830a32fdee,8192,-0.5369974970817566,1.4914089441299438,-41.01963806152344,4.323085784912109,0.3795166015625
2590c258-abaf-43e8-81c0-0360a53460f2,f3da7e15-da22-474f-971c-7f830a32fdee,688,-0.802746057510376,2.9484758377075195,-41.01963806152344,2.320627212524414,0.45639535784721375
0bfb0ba0-3a13-4a13-9f74-c451455adb9e,be99a5a2-1a66-46cf-b97e-7f4d51b63a51,275,-0.852079451084137,2.8326053619384766,-35.99005889892578,2.1058712005615234,0.4727272689342499
785fd686-ac9f-4185-bd9b-18708821998e,be99a5a2-1a66-46cf-b97e-7f4d51b63a51,2214,-0.3503563404083252,1.441172480583191,-35.99005889892578,3.7971935272216797,0.3888888955116272
0310a27e-0af3-4dc1-a2a1-6ed7c1a1e86c,be99a5a2-1a66-46cf-b97e-7f4d51b63a51,415,-0.6659764051437378,2.424309492111206,-35.99005889892578,2.670511245727539,0.5469879508018494
697f1aa9-fd36-4825-85d6-40c0d821eaff,be99a5a2-1a66-46cf-b97e-7f4d51b63a51,806,-0.47097331285476685,1.9276460409164429,-35.99005889892578,2.832040786743164,0.6538461446762085
7f878d2d-01c1-48d8-a0fb-96a6f7667895,e58ba644-6632-43f1-a937-c3974726766b,668,-0.4360541105270386,1.981641411781311,-36.1845817565918,1.7418975830078125,0.561377227306366
f1446b8e-c74b-48ed-b07f-a8ecbac2b4cf,e58ba644-6632-43f1-a937-c3974726766b,527,-0.3080625534057617,1.9971859455108643,-36.1845817565918,2.9878273010253906,0.6034155488014221
2bdc75f1-c91d-4d40-8c0c-03dfd80ae120,e58ba644-6632-43f1-a937-c3974726766b,510,-0.34021613001823425,1.9536783695220947,-36.1845817565918,1.9198036193847656,0.613725483417511
050b07e9-a74d-4b71-9022-d3068bbda63e,e58ba644-6632-43f1-a937-c3974726766b,1083,-0.30535921454429626,1.868212103843689,-36.1845817565918,2.3878612518310547,0.7756232619285583
5d1b4f3e-cdda-4ac5-817d-d9c620be7e86,00dfff9a-6195-46a8-81a1-b0c9a4245ebf,132,-2.8172223567962646,6.857687473297119,-36.17472839355469,3.1845321655273438,0.6060606241226196
30d41ada-ff97-4436-898b-abf65644482c,00dfff9a-6195-46a8-81a1-b0c9a4245ebf,400,-0.8888651132583618,3.4507789611816406,-39.51119613647461,2.5404586791992188,0.5699999928474426
53433167-c163-4519-a333-4e8603676bf9,00dfff9a-6195-46a8-81a1-b0c9a4245ebf,272,-1.0583252906799316,3.1998813152313232,-36.17472839355469,1.9063072204589844,0.5367646813392639
625388a5-5e55-474d-92cb-766f972dbdac,00dfff9a-6195-46a8-81a1-b0c9a4245ebf,1400,-0.4859682023525238,1.8453922271728516,-36.17472839355469,4.606539726257324,0.5799999833106995
bc2abcc0-3c41-4882-bdab-938e2fae4f6e,81c39e7f-6d3f-4ee0-9af7-9dc43851ee30,1273,-0.4356923997402191,1.3977290391921997,-21.991865158081055,2.8132991790771484,0.4100549817085266
cd1f9a3f-a63d-472a-b0c6-9941c0160b2c,81c39e7f-6d3f-4ee0-9af7-9dc43851ee30,1177,-0.9224392175674438,2.6495940685272217,-33.57893371582031,2.663501739501953,0.5148683190345764
74e4319a-f196-4a0a-9ba4-c9080fd43a78,81c39e7f-6d3f-4ee0-9af7-9dc43851ee30,737,-0.3542082607746124,1.7673949003219604,-21.991865158081055,3.2312679290771484,0.4274084270000458
26f3cbf1-e901-4c38-b73c-2e77dec68edf,81c39e7f-6d3f-4ee0-9af7-9dc43851ee30,6714,-0.04843839630484581,0.6386401057243347,-21.991865158081055,2.0950231552124023,0.980190634727478
f1af0aa8-5db2-42c0-9927-f4df1ec30808,33180dc1-75a1-4921-bd01-2fba9bfcc659,758,-0.4935572147369385,2.0062992572784424,-35.5008544921875,4.038734436035156,0.3984168767929077
b85aad77-ae3b-4049-a087-573986d3bc52,33180dc1-75a1-4921-bd01-2fba9bfcc659,1344,-0.2954840362071991,1.5066877603530884,-35.5008544921875,2.4407596588134766,0.5572916865348816
abc49472-a4a2-466c-9e69-cc93178433ee,33180dc1-75a1-4921-bd01-2fba9bfcc659,1147,-0.43589523434638977,1.6934973001480103,-35.5008544921875,2.909360885620117,0.5152571797370911
55e146dd-f961-4fae-a14b-e1e51d4c8246,33180dc1-75a1-4921-bd01-2fba9bfcc659,363,-0.5053282380104065,2.4050252437591553,-35.5008544921875,1.8842182159423828,0.64462810754776
ce7410c0-9d22-4782-a48b-2a4eee7e684c,338d708a-2a8c-4561-977f-364dc134ca5c,464,-0.6679620146751404,2.04116153717041,-20.214754104614258,3.8804855346679688,0.618534505367279
3aa28335-06c5-4098-ba93-46db9af3061c,338d708a-2a8c-4561-977f-364dc134ca5c,380,-0.6558213829994202,2.390681028366089,-30.338573455810547,2.018705368041992,0.6421052813529968
e628a551-4fec-4d23-8bcc-9b4aff44e3e7,338d708a-2a8c-4561-977f-364dc134ca5c,308,-0.7701426148414612,2.434809446334839,-27.243560791015625,5.425079345703125,0.5779221057891846
0b4b4040-e74c-4835-8791-2358c8b882d1,338d708a-2a8c-4561-977f-364dc134ca5c,164,-0.9117236137390137,2.891745090484619,-22.670881271362305,1.56182861328125,0.6463414430618286
54915d3f-c4cf-4d3a-9937-522316f23805,3585083e-3acd-473e-9287-8da4b1130785,553,-0.5299698710441589,2.195115327835083,-32.663543701171875,2.647939682006836,0.6202531456947327
a6283fc9-cfee-45af-b96e-09d071e41d27,3585083e-3acd-473e-9287-8da4b1130785,444,-0.4667709767818451,2.131249189376831,-32.663543701171875,4.003429412841797,0.7432432174682617
802c4239-68b8-4605-8a0a-479a63e4049a,3585083e-3acd-473e-9287-8da4b1130785,451,-0.6185417175292969,2.259835958480835,-32.663543701171875,2.3533458709716797,0.6762749552726746
bfd91e79-ca34-4313-96cc-f84072464c96,3585083e-3acd-473e-9287-8da4b1130785,803,-0.4336433410644531,1.7489548921585083,-32.663543701171875,1.7131786346435547,0.672478199005127
4bd707c9-7975-4e71-864d-8e55a2ca95cd,3935b67b-f748-4db5-9be2-e5fdb631050b,2125,-0.34262511134147644,1.197943091392517,-34.051292419433594,2.841459274291992,0.43576470017433167
98bf7207-27f8-485b-b5ca-7c4817d6461e,3935b67b-f748-4db5-9be2-e5fdb631050b,1728,-0.5908064246177673,2.0278449058532715,-34.051292419433594,1.799051284790039,0.6122685074806213
19dd2557-f868-48ff-bcfb-515235d2533a,3935b67b-f748-4db5-9be2-e5fdb631050b,356,-0.5717761516571045,2.510554075241089,-34.051292419433594,1.6484489440917969,0.7022472023963928
1eb1dd81-ff37-4bf4-bb98-2da9c798c2c3,3935b67b-f748-4db5-9be2-e5fdb631050b,2322,-0.23362602293491364,1.196001648902893,-34.051292419433594,3.435384750366211,0.3531438410282135
9db457d3-3240-4086-a868-5b73dc0af73e,66198abd-0a26-4222-a2c6-88447397db37,1250,-0.26995494961738586,1.4254345893859863,-36.1392936706543,2.593608856201172,0.30799999833106995
b4aaaf87-657a-472c-8fa9-7b54e7c96dd1,66198abd-0a26-4222-a2c6-88447397db37,474,-0.7213775515556335,2.6829261779785156,-36.1392936706543,2.6417579650878906,0.5042194128036499
fa388d62-1e76-4575-81eb-706a45c70206,66198abd-0a26-4222-a2c6-88447397db37,546,-0.7575271129608154,2.757902145385742,-36.1392936706543,2.9115447998046875,0.4670329689979553
09ecc02d-1463-4de0-a304-8ff64a596f40,66198abd-0a26-4222-a2c6-88447397db37,960,-0.5451205372810364,2.2023043632507324,-36.1392936706543,3.791553497314453,0.4739583432674408
cfb4500e-320d-4a1d-925e-0b68925f4be5,3b8d50af-784b-40ee-9054-477d3f399edb,900,-0.30142733454704285,1.6733827590942383,-35.910099029541016,2.705486297607422,0.7566666603088379
7da4c221-4cec-4add-a51c-6933cfd41fac,3b8d50af-784b-40ee-9054-477d3f399edb,450,-0.44919976592063904,2.265612840652466,-35.910099029541016,2.705486297607422,0.6511111259460449
78df8f0f-6cbc-43f3-bead-505c7bb7a308,3b8d50af-784b-40ee-9054-477d3f399edb,753,-0.344400018453598,1.8384031057357788,-35.910099029541016,5.405385971069336,0.7144754528999329
d13aa777-22f4-4963-92af-c95107b9242f,3b8d50af-784b-40ee-9054-477d3f399edb,831,-0.3103441596031189,1.7966669797897339,-35.910099029541016,2.705486297607422,0.6726835370063782
65c2b9a4-8f9a-4c71-bb49-d7e8e15fe516,c65af2a2-eb9c-4622-9faf-a1267c720d6d,638,-0.5230093002319336,1.8003566265106201,-26.720346450805664,3.793363571166992,0.49843260645866394
7eac418a-9892-4e16-96c7-ff32355f6ece,c65af2a2-eb9c-4622-9faf-a1267c720d6d,1290,-0.4925043284893036,1.6965937614440918,-26.720346450805664,3.1478004455566406,0.4364341199398041
a1f12ee9-fc35-4741-8b34-b2654cae57d9,c65af2a2-eb9c-4622-9faf-a1267c720d6d,799,-0.5718568563461304,1.8035564422607422,-26.720346450805664,3.021085739135742,0.5219023823738098
6cd97461-df6c-4de8-a2ee-95f36aeed213,c65af2a2-eb9c-4622-9faf-a1267c720d6d,1165,-0.5250040888786316,1.63482666015625,-26.720346450805664,2.5141944885253906,0.42317596077919006
dbd07ed9-f16a-434e-9cd1-c8f768e3546d,5763e9fd-113e-41bc-a7e9-73816c334e9f,387,-0.48991456627845764,2.350327491760254,-35.715885162353516,3.471210479736328,0.7080103158950806
f3517333-218e-478a-916b-cfaafb09f2e2,5763e9fd-113e-41bc-a7e9-73816c334e9f,279,-0.5532320737838745,2.5668482780456543,-35.715885162353516,1.2459087371826172,0.6881720423698425
3c4d1c61-e97c-41b1-a2b1-8c7723ee2002,5763e9fd-113e-41bc-a7e9-73816c334e9f,431,-0.3767562806606293,2.1571404933929443,-35.715885162353516,1.8929004669189453,0.747099757194519
3c664875-b93a-4aba-ab6a-c7fbb69f4ca2,5763e9fd-113e-41bc-a7e9-73816c334e9f,388,-0.5637195110321045,2.432694435119629,-35.715885162353516,1.6014232635498047,0.6701030731201172
87973774-4cf5-48f7-8cda-e2bec11da457,712728a6-5014-45d1-a29a-4aeb6a413767,1598,-0.43045249581336975,1.698592185974121,-33.867862701416016,4.348138809204102,0.559449315071106
3673e719-4027-4d51-a1f4-89e05f2a36c8,712728a6-5014-45d1-a29a-4aeb6a413767,1118,-0.3861135244369507,1.9236358404159546,-33.867862701416016,2.539722442626953,0.7218247056007385
5069f2d5-45e5-4f6a-976e-37cff4bb4b72,712728a6-5014-45d1-a29a-4aeb6a413767,2281,-0.28373995423316956,1.3385165929794312,-33.867862701416016,3.209615707397461,0.5966681241989136
b2baae73-9e11-4941-89bd-9fb068ccabff,712728a6-5014-45d1-a29a-4aeb6a413767,340,-0.574694812297821,2.502617597579956,-33.867862701416016,2.1962356567382812,0.6411764621734619
d3480620-5895-48b3-9567-559273ccdaba,32e074d0-fb8c-46b5-ac07-c13b723393b1,5,-13.138285636901855,5.913399696350098,-19.36597442626953,-3.728330612182617,0.0
